ObservedBy_Person_ID,Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
'47328',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",500,Flowers or flower buds,2019,6,14,165,2458649,5,2019,6,14,165,2458649,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",500,Flowers or flower buds,2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",500,Flowers or flower buds,2019,9,15,258,2458742,3,2019,9,15,258,2458742,2,1,1,0,1
'39629',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,4,20,110,2458594,1,2019,4,20,110,2458594,1,1,1,0,1
"'30377,31240,43399,34731'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,4,22,112,2458596,1,2019,4,27,117,2458601,1,3,6,1,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,2,122,2458606,4,2019,5,2,122,2458606,1,1,1,0,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,4,124,2458608,1,2019,5,4,124,2458608,1,1,1,0,1
"'43399,31240,46947,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,6,126,2458610,1,2019,5,8,128,2458612,1,3,3,1,1
"'29483,47239'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,10,130,2458614,1,2019,5,11,131,2458615,1,2,2,1,1
"'34557,47328,47011,46947,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,13,133,2458617,1,2019,5,18,138,2458622,1,4,6,1,1
"'43399,43735,47328'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,21,141,2458625,2,2019,5,26,146,2458630,1,3,6,1,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,5,28,148,2458632,1,2019,5,30,150,2458634,2,2,3,1,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,6,3,154,2458638,2,2019,6,3,154,2458638,1,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,6,6,157,2458641,2,2019,6,6,157,2458641,2,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,6,15,166,2458650,1,2019,6,15,166,2458650,1,1,1,0,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,6,17,168,2458652,1,2019,6,17,168,2458652,4,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",500,Flowers or flower buds,2019,9,15,258,2458742,1,2019,9,15,258,2458742,2,1,1,0,1
"'34731,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",501,Open flowers,2019,5,5,125,2458609,2,2019,5,6,126,2458610,2,2,2,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",501,Open flowers,2019,5,22,142,2458626,1,2019,5,22,142,2458626,2,1,1,0,1
"'30377,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",501,Open flowers,2019,5,27,147,2458631,1,2019,5,30,150,2458634,2,2,4,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",501,Open flowers,2019,6,4,155,2458639,1,2019,6,6,157,2458641,2,2,3,0,1
"'31858,43399,30377,31240,25556,19414'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,4,21,111,2458595,1,2019,4,25,115,2458599,2,4,5,1,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,4,28,118,2458602,1,2019,4,28,118,2458602,4,1,1,0,1
"'25556,43735,31858,43399,31240,46947'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,5,4,124,2458608,1,2019,5,8,128,2458612,1,5,5,1,1
"'47239,31858,46526,25556,47011,46947,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,5,11,131,2458615,1,2019,5,18,138,2458622,3,5,8,1,1
"'29483,25556,46526,43735'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,5,22,142,2458626,1,2019,5,24,144,2458628,2,2,3,1,1
"'30377,25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,5,27,147,2458631,1,2019,5,30,150,2458634,2,3,4,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,6,4,155,2458639,1,2019,6,6,157,2458641,1,2,3,0,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,6,17,168,2458652,1,2019,6,17,168,2458652,4,1,1,0,1
"'47191,47011,46526,34731'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",501,Open flowers,2019,6,24,175,2458659,2,2019,6,27,178,2458662,3,2,4,1,1
"'25556,25505,19414'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,4,24,114,2458598,2,2019,4,25,115,2458599,1,2,2,1,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,4,27,117,2458601,1,2019,4,27,117,2458601,5,1,1,0,1
"'29483,43735,43399,31858,34731,31240,46947,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,5,3,123,2458607,1,2019,5,8,128,2458612,1,6,6,1,1
"'25505,29483,47328,47239,47066,31858,34557,46526,25556,47011,46947,43399,47098,46930,31240,19414,43735'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,5,10,130,2458614,1,2019,5,24,144,2458628,1,9,15,1,1
"'30377,47328,25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,5,27,147,2458631,1,2019,5,30,150,2458634,1,3,4,1,1
"'47066,31858,47328,25505,29483,25556,46947'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,6,1,152,2458636,1,2019,6,8,159,2458643,1,6,8,1,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,6,17,168,2458652,1,2019,6,17,168,2458652,4,1,1,0,1
'47191',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",501,Open flowers,2019,6,24,175,2458659,2,2019,6,24,175,2458659,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,4,27,117,2458601,2,2019,4,27,117,2458601,1,1,1,0,1
"'34731,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,5,5,125,2458609,1,2019,5,6,126,2458610,2,2,2,1,1
"'29483,31858,47328,47011,46947,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,5,10,130,2458614,1,2019,5,18,138,2458622,3,4,9,1,1
"'29483,46526,43735'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,5,22,142,2458626,1,2019,5,24,144,2458628,2,2,3,1,1
"'30377,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,5,27,147,2458631,1,2019,5,30,150,2458634,2,2,4,1,1
"'47328,25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,6,3,154,2458638,2,2019,6,6,157,2458641,1,3,4,1,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",501,Open flowers,2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,4,27,117,2458601,2,2019,4,27,117,2458601,1,1,1,0,1
"'31240,43399,46947,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,5,6,126,2458610,1,2019,5,8,128,2458612,1,2,3,1,1
"'34557,47328,47011,46947,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,5,13,133,2458617,1,2019,5,18,138,2458622,1,4,6,1,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,5,24,144,2458628,2,2019,5,24,144,2458628,2,1,1,0,1
"'30377,25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,5,27,147,2458631,1,2019,5,30,150,2458634,2,3,4,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,6,6,157,2458641,2,2019,6,6,157,2458641,2,1,1,0,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,6,17,168,2458652,1,2019,6,17,168,2458652,4,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",501,Open flowers,2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",502,Pollen release (flowers),2019,4,27,117,2458601,2,2019,4,27,117,2458601,5,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",502,Pollen release (flowers),2019,5,5,125,2458609,2,2019,5,5,125,2458609,1,1,1,0,1
'30377',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",502,Pollen release (flowers),2019,5,27,147,2458631,1,2019,5,27,147,2458631,3,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,4,25,115,2458599,1,2019,4,25,115,2458599,2,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,4,28,118,2458602,1,2019,4,28,118,2458602,4,1,1,0,1
"'25556,43735,31858,31240,43399,46947'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,5,4,124,2458608,1,2019,5,8,128,2458612,1,5,5,1,1
'25556',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,5,15,135,2458619,5,2019,5,15,135,2458619,2,1,1,0,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,5,24,144,2458628,2,2019,5,24,144,2458628,2,1,1,0,1
'30377',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,5,27,147,2458631,1,2019,5,27,147,2458631,1,1,1,0,1
"'47191,47011,46526,34731'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,6,24,175,2458659,2,2019,6,27,178,2458662,3,2,4,1,1
'47191',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",502,Pollen release (flowers),2019,7,10,191,2458675,2,2019,7,10,191,2458675,4,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,4,27,117,2458601,1,2019,4,27,117,2458601,1,1,1,0,1
"'43735,43399,34731,31858,31240,46947,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,5,4,124,2458608,2,2019,5,8,128,2458612,1,5,5,1,1
"'25505,47328,29483,47239,47066,31858,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,5,10,130,2458614,1,2019,5,15,135,2458619,2,3,6,1,1
'47066',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,5,18,138,2458622,1,2019,5,18,138,2458622,4,1,1,0,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,5,24,144,2458628,2,2019,5,24,144,2458628,1,1,1,0,1
'30377',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,5,27,147,2458631,1,2019,5,27,147,2458631,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,6,3,154,2458638,2,2019,6,3,154,2458638,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,6,7,158,2458642,3,2019,6,7,158,2458642,1,1,1,0,1
'47191',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",502,Pollen release (flowers),2019,6,24,175,2458659,2,2019,6,24,175,2458659,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,5,5,125,2458609,1,2019,5,5,125,2458609,1,1,1,0,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,5,18,138,2458622,1,2019,5,18,138,2458622,3,1,1,0,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,5,24,144,2458628,2,2019,5,24,144,2458628,2,1,1,0,1
'30377',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,5,27,147,2458631,1,2019,5,27,147,2458631,3,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,6,3,154,2458638,2,2019,6,3,154,2458638,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,6,7,158,2458642,3,2019,6,7,158,2458642,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",502,Pollen release (flowers),2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",502,Pollen release (flowers),2019,4,27,117,2458601,2,2019,4,27,117,2458601,1,1,1,0,1
'43735',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",502,Pollen release (flowers),2019,5,24,144,2458628,2,2019,5,24,144,2458628,2,1,1,0,1
'30377',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",502,Pollen release (flowers),2019,5,27,147,2458631,1,2019,5,27,147,2458631,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,"1251-79*E, Tree 4",502,Pollen release (flowers),2019,6,27,178,2458662,3,2019,6,27,178,2458662,3,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,"1199*D, Tree 5",504,Recent fruit or seed drop,2019,6,9,160,2458644,1,2019,6,9,160,2458644,6,1,1,0,0
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",504,Recent fruit or seed drop,2019,4,27,117,2458601,2,2019,4,27,117,2458601,1,1,1,0,1
'46526',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",504,Recent fruit or seed drop,2019,5,22,142,2458626,1,2019,5,22,142,2458626,2,1,1,0,1
"'34731,46526,31858,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",504,Recent fruit or seed drop,2019,6,9,160,2458644,1,2019,6,12,163,2458647,3,2,4,1,1
"'25505,31858,25556,30377,47328,46526,47011,47191,34731'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",504,Recent fruit or seed drop,2019,6,17,168,2458652,1,2019,6,30,181,2458665,4,6,14,1,1
'46526',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,"1251-79*A, Tree 3",504,Recent fruit or seed drop,2019,7,5,186,2458670,1,2019,7,5,186,2458670,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,4,27,117,2458601,1,2019,4,27,117,2458601,1,1,1,0,1
'34557',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,5,13,133,2458617,1,2019,5,13,133,2458617,2,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,5,22,142,2458626,3,2019,5,22,142,2458626,2,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,5,25,145,2458629,1,2019,5,25,145,2458629,1,1,1,0,1
"'30377,46947,46526,31858,34731,25556'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,6,8,159,2458643,1,2019,6,12,163,2458647,2,3,5,1,1
"'25505,25556,31858,47328,30377,46526'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,6,17,168,2458652,1,2019,6,24,175,2458659,3,4,8,1,1
'46526',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,6,30,181,2458665,1,2019,6,30,181,2458665,4,1,1,0,1
'46526',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,"1251-79*B, Tree 2",504,Recent fruit or seed drop,2019,7,5,186,2458670,1,2019,7,5,186,2458670,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",504,Recent fruit or seed drop,2019,6,9,160,2458644,1,2019,6,9,160,2458644,6,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",504,Recent fruit or seed drop,2019,6,22,173,2458657,6,2019,6,22,173,2458657,2,1,1,0,1
"'34731,31858'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",504,Recent fruit or seed drop,2019,6,27,178,2458662,3,2019,6,30,181,2458665,6,2,4,1,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,"1199*J, Tree 1",504,Recent fruit or seed drop,2019,9,22,265,2458749,1,2019,9,22,265,2458749,2,1,1,0,1
