ObservedBy_Person_ID,Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",501,Open flowers,2016,4,10,101,2457489,2,2016,4,10,101,2457489,2,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,4,1,1,0,1
'26817',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",501,Open flowers,2016,4,29,120,2457508,1,2016,4,29,120,2457508,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",501,Open flowers,2016,5,1,122,2457510,1,2016,5,1,122,2457510,5,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",501,Open flowers,2016,5,8,129,2457517,2,2016,5,8,129,2457517,7,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",501,Open flowers,2016,4,10,101,2457489,1,2016,4,10,101,2457489,2,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,4,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",501,Open flowers,2016,5,1,122,2457510,1,2016,5,1,122,2457510,5,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",501,Open flowers,2016,5,8,129,2457517,2,2016,5,8,129,2457517,7,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,4,1,1,0,1
'26817',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",501,Open flowers,2016,4,29,120,2457508,1,2016,4,29,120,2457508,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",501,Open flowers,2016,5,1,122,2457510,1,2016,5,1,122,2457510,5,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",501,Open flowers,2016,5,8,129,2457517,2,2016,5,8,129,2457517,7,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,4,1,1,0,1
'26817',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",501,Open flowers,2016,4,29,120,2457508,1,2016,4,29,120,2457508,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",501,Open flowers,2016,5,1,122,2457510,1,2016,5,1,122,2457510,5,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",501,Open flowers,2016,5,8,129,2457517,2,2016,5,8,129,2457517,7,1,1,0,1
'30176',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",501,Open flowers,2016,6,2,154,2457542,1,2016,6,2,154,2457542,2,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",501,Open flowers,2016,4,10,101,2457489,1,2016,4,10,101,2457489,2,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",501,Open flowers,2016,4,15,106,2457494,2,2016,4,15,106,2457494,1,1,1,0,1
'29105',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",501,Open flowers,2016,4,17,108,2457496,1,2016,4,17,108,2457496,1,1,1,0,1
"'30183,19414,26122,30197'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",501,Open flowers,2016,4,23,114,2457502,2,2016,4,27,118,2457506,1,4,5,1,1
'26817',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",501,Open flowers,2016,4,29,120,2457508,1,2016,4,29,120,2457508,1,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4,1,1,0,0
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4,1,1,0,0
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4,1,1,0,0
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,2,1,1,0,0
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",502,Pollen release (flowers),2016,4,15,106,2457494,2,2016,4,15,106,2457494,1,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",502,Pollen release (flowers),2016,4,19,110,2457498,1,2016,4,19,110,2457498,2,1,1,0,1
"'26122,30197'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",502,Pollen release (flowers),2016,4,24,115,2457503,1,2016,4,25,116,2457504,2,2,2,1,1
'26817',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,29,120,2457508,1,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86282,"22099*A, Tree 6",502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,2,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",504,Recent fruit or seed drop,2016,5,26,147,2457535,4,2016,5,26,147,2457535,1,1,1,0,1
"'30176,30183,24620'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",504,Recent fruit or seed drop,2016,6,2,154,2457542,2,2016,6,4,156,2457544,3,2,3,1,1
'30176',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",504,Recent fruit or seed drop,2016,6,2,154,2457542,2,2016,6,2,154,2457542,2,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",504,Recent fruit or seed drop,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",504,Recent fruit or seed drop,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7,1,1,0,0
'19414',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",504,Recent fruit or seed drop,2016,5,26,147,2457535,2,2016,5,26,147,2457535,1,1,1,0,1
"'19414,30183'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",504,Recent fruit or seed drop,2016,6,1,153,2457541,1,2016,6,2,154,2457542,2,2,2,1,1
"'19414,24620,30717'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",504,Recent fruit or seed drop,2016,6,9,161,2457549,2,2016,6,18,170,2457558,1,4,10,1,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5,2,8,0,1
"'26122,19414'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",516,Fruits,2016,5,22,143,2457531,2,2016,5,26,147,2457535,1,2,5,1,1
"'30176,30183,24620'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86278,"16611*F, Tree 2",516,Fruits,2016,6,2,154,2457542,2,2016,6,4,156,2457544,3,2,3,1,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5,2,8,0,1
'30566',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",516,Fruits,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",516,Fruits,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86279,"16611*J, Tree 3",516,Fruits,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5,2,8,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,5,31,152,2457540,4,2016,5,31,152,2457540,2,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86280,"16611*K, Tree 4",516,Fruits,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7,1,1,0,1
'24620',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1,1,1,0,1
"'26122,19414,30520'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,5,8,129,2457517,2,2016,5,17,138,2457526,3,4,10,1,1
"'19414,26122,30566'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,5,21,142,2457530,1,2016,5,26,147,2457535,1,4,6,1,1
'30215',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,5,28,149,2457537,1,2016,5,28,149,2457537,3,1,1,0,1
"'19414,30176'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,6,1,153,2457541,1,2016,6,2,154,2457542,2,2,2,1,1
"'19414,24620,30717'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,Plantae,86281,"16611*O, Tree 5",516,Fruits,2016,6,9,161,2457549,2,2016,6,18,170,2457558,1,4,10,1,1
'30197',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",371,Breaking leaf buds,2016,4,18,109,2457497,1,2016,4,18,109,2457497,1,1,1,0,1
"'19414,30183,26122,30197,29482'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",371,Breaking leaf buds,2016,4,23,114,2457502,4,2016,4,28,119,2457507,3,4,6,1,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",390,Ripe fruits,2016,8,7,220,2457608,19,2016,8,7,220,2457608,9,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",390,Ripe fruits,2016,9,5,249,2457637,2,2016,9,5,249,2457637,8,1,1,0,1
'30197',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",390,Ripe fruits,2016,10,17,291,2457679,1,2016,10,17,291,2457679,3,1,1,0,1
'19414',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",467,Increasing leaf size,2016,4,23,114,2457502,4,2016,4,23,114,2457502,1,1,1,0,1
"'29482,29483,26122,30197,19414'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",467,Increasing leaf size,2016,4,28,119,2457507,4,2016,5,20,141,2457529,2,9,23,1,1
"'29483,29482,19414,30176,30183'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",467,Increasing leaf size,2016,5,27,148,2457536,1,2016,6,7,159,2457547,2,4,12,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",467,Increasing leaf size,2016,7,6,188,2457576,9,2016,7,6,188,2457576,1,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",467,Increasing leaf size,2016,7,19,201,2457589,12,2016,7,19,201,2457589,19,1,1,0,1
"'26122,29483,29482,30377,19414,30197,31858'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",471,Falling leaves,2016,8,7,220,2457608,19,2016,11,17,322,2457710,3,21,103,1,0
'19414',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,4,23,114,2457502,4,2016,4,23,114,2457502,1,1,1,0,1
"'30197,29482,29483,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,4,25,116,2457504,1,2016,5,6,127,2457515,2,5,12,1,1
"'30197,19414,26122,29482,30566,29483,30176,30183,30717,30821,30982,30377'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,5,9,130,2457518,1,2016,9,5,249,2457637,8,24,120,1,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,9,18,262,2457650,5,2016,9,18,262,2457650,3,1,1,0,1
'30197',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,9,22,266,2457654,1,2016,9,22,266,2457654,14,1,1,0,1
"'19414,31858,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,10,12,286,2457674,6,2016,10,17,291,2457679,3,3,6,1,1
"'31858,29482,19414'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,10,23,297,2457685,3,2016,11,2,307,2457695,2,3,11,1,1
"'31858,30377'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",483,Leaves,2016,11,6,311,2457699,2,2016,11,7,312,2457700,3,2,2,1,1
'29482',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,3,1,1,0,1
'29482',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2,1,1,0,1
"'29483,29482'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,5,27,148,2457536,1,2016,5,31,152,2457540,1,2,5,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,6,7,159,2457547,5,2016,6,7,159,2457547,2,1,1,0,1
"'30982,29483,29482,26122,30377,19414'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,7,7,189,2457577,1,2016,9,18,262,2457650,3,9,74,1,1
"'29482,19414,31858,26122,30197'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,10,6,280,2457668,14,2016,11,2,307,2457695,2,8,28,1,1
"'31858,30377'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",498,Colored leaves,2016,11,6,311,2457699,2,2016,11,7,312,2457700,3,2,2,1,1
"'19414,30183,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",500,Flowers or flower buds,2016,4,23,114,2457502,4,2016,4,24,115,2457503,1,2,2,1,1
"'29483,29482,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",500,Flowers or flower buds,2016,4,28,119,2457507,3,2016,5,1,122,2457510,2,2,4,1,1
"'26122,30197,19414'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",500,Flowers or flower buds,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5,4,8,1,1
'30566',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",500,Flowers or flower buds,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5,1,1,0,1
"'19414,30176,30183,29483'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",500,Flowers or flower buds,2016,6,1,153,2457541,1,2016,6,7,159,2457547,2,3,7,1,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,1,1,1,0,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",501,Open flowers,2016,5,1,122,2457510,3,2016,5,1,122,2457510,2,1,1,0,1
"'19414,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",501,Open flowers,2016,5,12,133,2457521,3,2016,5,15,136,2457524,5,2,4,1,1
'30197',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",501,Open flowers,2016,5,26,147,2457535,4,2016,5,26,147,2457535,1,1,1,0,1
"'19414,30176'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",501,Open flowers,2016,6,1,153,2457541,1,2016,6,2,154,2457542,5,2,2,1,1
'26122',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",504,Recent fruit or seed drop,2016,8,7,220,2457608,19,2016,8,7,220,2457608,9,1,1,0,1
"'26122,19414,29482'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",504,Recent fruit or seed drop,2016,9,4,248,2457636,1,2016,9,21,265,2457653,1,5,18,1,1
"'29482,19414,31858,26122'",Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",504,Recent fruit or seed drop,2016,10,6,280,2457668,14,2016,10,17,291,2457679,3,3,12,1,1
'31858',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",504,Recent fruit or seed drop,2016,10,30,304,2457692,10,2016,10,30,304,2457692,5,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85757,"12651*I, Tree 9",504,Recent fruit or seed drop,2016,11,6,311,2457699,2,2016,11,6,311,2457699,1,1,1,0,1
