DATE,JULIAN,TREEID,CIRCUIT,BCON,BBRK,FBUD,FOPN,FPST,SEX,LENGTH,WIDTH,LFIN,L75,L95,TIP,COMMENTS,,
4/29/15,119,AMSP-03,26,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,BEAL-03,27,SS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,HAVI-02,28,SS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,QURU-02,29,SS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
4/29/15,119,ACRU-03,30,VS,0,BB,75,0,M,-99,-99,0,0,0,0,,,
4/29/15,119,ACPE-04,31,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,QUVE-02,32,NS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,ACRU-04,33,VS,0,BB,25,0,M,0,0,0,0,0,0,,,
4/29/15,119,QUAL-02,34,NS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
4/29/15,119,CRSP-03,35,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,BELE-03,36,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,HAVI-03,37,MS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,QUVE-03,38,SS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,QUVE-04,39,SS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,QURU-03,40,SS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
4/29/15,119,CRSP-02,41,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,PRSE-02,42,ND,ND,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,BEPA-02,43,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,BEPA-06,44,SS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-1-14 (03 dead),,
4/29/15,119,BEPA-05,45,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree fall 2012,,
4/29/15,119,COAL-06,46,ND,ND,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-16-15 (03 dead),,
4/29/15,119,FRAM-07,47,NS,0,ND,0,0,ND,-99,-99,0,0,0,0,new tree 5-1-08 (02 dead),,
4/29/15,119,FAGR-04,48,MS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,QUAL-03,49,NS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
4/29/15,119,ACSA-02,50,MS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,FRAM-03,51,NS,0,ND,0,0,ND,0,0,0,0,0,0,,,
4/29/15,119,POTR-05,52,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new5-19-11 ~10% flwrs past,,
4/29/15,119,ACSA-04,53,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,new tree fall 2007 (03 cut),,
4/29/15,119,PRSE-04,54,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
4/29/15,119,QURU-04,55,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
4/29/15,119,ACRU-05,56,VS,0,BB,95,0,F,0,0,0,0,0,0,,,
4/29/15,119,FRAM-08,57,NS,0,ND,0,0,ND,-99,-99,0,0,0,0,new tree 4-1-15,,
4/29/15,119,POTR-02,58,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,F flwrs ~100% open,,
5/4/15,124,AMSP-01,1,BB,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs VS,,
5/4/15,124,FRAM-01,2,SS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,PRSE-01,3,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,ACRU-01,4,VS,0,BB,100,15,M,-99,-99,0,0,0,0,,,
5/4/15,124,COAL-05,5,BB,90,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 2009 (01 dead?),,
5/4/15,124,AMSP-02,6,BB,65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,no flwrs this year,,
5/4/15,124,ACSA-01,7,BB,50,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,BELE-01,8,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,ice damage dec08,,
5/4/15,124,BEAL-01,9,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,COAL-04,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,dead,,
5/4/15,124,QURU-01,11,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,QUAL-05,12,SS,0,ND,0,0,ND,0,0,0,0,0,0,new tree 2005,,
5/4/15,124,FAGR-01,13,MS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,ACPE-01,14,VS,0,ND,0,0,ND,0,0,0,0,0,0,inner sheaths up to ~4 cm,,
5/4/15,124,QUVE-01,15,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,BEPA-01,16,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,CRSP-01,17,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,ACRU-02,18,VS,0,BB,95,0,M,-99,-99,0,0,0,0,,,
5/4/15,124,ACPE-02,19,VS,0,ND,0,0,ND,0,0,0,0,0,0,inner sheaths up to ~3 cm,,
5/4/15,124,FAGR-05,20,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,unhealthy-bbd&ice damage,,
5/4/15,124,ACPE-03,21,VS,0,ND,0,0,ND,0,0,0,0,0,0,inner sheaths up to ~3.5 cm,,
5/4/15,124,HAVI-01,22,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,BEAL-02,23,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,BELE-02,24,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,FAGR-06,25,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,new tree fall 2004,,
5/4/15,124,AMSP-03,26,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,BEAL-03,27,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,HAVI-02,28,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,QURU-02,29,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,ACRU-03,30,VS,0,BB,80,10,M,-99,-99,0,0,0,0,,,
5/4/15,124,ACPE-04,31,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,QUVE-02,32,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,ACRU-04,33,BB,2,BB,100,5,M,0,0,0,0,0,0,,,
5/4/15,124,QUAL-02,34,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,CRSP-03,35,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,BELE-03,36,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,HAVI-03,37,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,QUVE-03,38,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,QUVE-04,39,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,QURU-03,40,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,CRSP-02,41,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,PRSE-02,42,BB,80,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,BEPA-02,43,BB,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,BEPA-06,44,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-1-14 (03 dead),,
5/4/15,124,BEPA-05,45,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree fall 2012,,
5/4/15,124,COAL-06,46,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-16-15 (03 dead),,
5/4/15,124,FRAM-07,47,MS,0,MS,0,0,ND,-99,-99,0,0,0,0,new tree 5-1-08 (02 dead),,
5/4/15,124,FAGR-04,48,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,QUAL-03,49,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,ACSA-02,50,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,FRAM-03,51,MS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/4/15,124,POTR-05,52,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new5-19-11 flrws done,,
5/4/15,124,ACSA-04,53,VS,0,BB,2,0,ND,-99,-99,0,0,0,0,new tree fall 2007 (03 cut),,
5/4/15,124,PRSE-04,54,BB,65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/4/15,124,QURU-04,55,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/4/15,124,ACRU-05,56,VS,0,BB,100,90,F,0,0,0,0,0,0,,,
5/4/15,124,FRAM-08,57,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,new tree 4-1-15,,
5/4/15,124,POTR-02,58,BB,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs open-starting past?,,
5/7/15,127,AMSP-01,1,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs open ,,
5/7/15,127,FRAM-01,2,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,PRSE-01,3,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,ACRU-01,4,VS,0,BB,100,30,M,-99,-99,0,0,0,0,,,
5/7/15,127,COAL-05,5,BB,99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 2009 (01 dead?),,
5/7/15,127,AMSP-02,6,BB,93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,no flwrs this year,,
5/7/15,127,ACSA-01,7,BB,100,ND,0,0,ND,ND,ND,13,0,0,0,,,
5/7/15,127,BELE-01,8,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,ice damage dec08,,
5/7/15,127,BEAL-01,9,BB,40,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,COAL-04,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,dead,,
5/7/15,127,QURU-01,11,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,QUAL-05,12,MS,0,ND,0,0,ND,0,0,0,0,0,0,new tree 2005,,
5/7/15,127,FAGR-01,13,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,ACPE-01,14,BB,70,VS,0,0,ND,0,0,0,0,0,0,flwrs just emerging,,
5/7/15,127,QUVE-01,15,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,BEPA-01,16,BB,35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,CRSP-01,17,BB,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,ACRU-02,18,BB,10,BB,100,10,M,-99,-99,0,0,0,0,,,
5/7/15,127,ACPE-02,19,BB,15,VS,0,0,ND,0,0,0,0,0,0,flwrs just emerging,,
5/7/15,127,FAGR-05,20,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,unhealthy-bbd&ice damage,,
5/7/15,127,ACPE-03,21,BB,1,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,HAVI-01,22,BB,65,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,BEAL-02,23,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,BELE-02,24,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,FAGR-06,25,BB,25,ND,0,0,ND,-99,-99,0,0,0,0,new tree fall 2004,,
5/7/15,127,AMSP-03,26,BB,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,BEAL-03,27,BB,35,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,HAVI-02,28,BB,85,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,QURU-02,29,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,ACRU-03,30,VS,0,BB,100,50,M,-99,-99,0,0,0,0,,,
5/7/15,127,ACPE-04,31,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,QUVE-02,32,MS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,tree unhealthy/dying?,,
5/7/15,127,ACRU-04,33,BB,95,BB,100,100,M,ND,ND,ND,0,0,0,,,
5/7/15,127,QUAL-02,34,MS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,CRSP-03,35,BB,40,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,BELE-03,36,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,HAVI-03,37,BB,92,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,QUVE-03,38,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,QUVE-04,39,VS,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,QURU-03,40,BB,50,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,CRSP-02,41,BB,75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,PRSE-02,42,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,BEPA-02,43,BB,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,BEPA-06,44,BB,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-1-14 (03 dead),,
5/7/15,127,BEPA-05,45,BB,85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree fall 2012,,
5/7/15,127,COAL-06,46,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-16-15 (03 dead),,
5/7/15,127,FRAM-07,47,MS,0,VS,0,0,ND,-99,-99,0,0,0,0,new tree 5-1-08 (02 dead),,
5/7/15,127,FAGR-04,48,BB,95,ND,0,0,ND,ND,ND,8,0,0,0,,,
5/7/15,127,QUAL-03,49,VS,0,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,ACSA-02,50,BB,95,ND,0,0,ND,ND,ND,8,0,0,0,,,
5/7/15,127,FRAM-03,51,VS,0,ND,0,0,ND,0,0,0,0,0,0,,,
5/7/15,127,POTR-05,52,BB,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new5-19-11 flwrs done,,
5/7/15,127,ACSA-04,53,BB,92,BB,ND,ND,ND,-99,-99,ND,0,0,0,new tree fall 2007 (03 cut),,
5/7/15,127,PRSE-04,54,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/7/15,127,QURU-04,55,BB,65,BB,25,0,ND,-99,-99,0,0,0,0,,,
5/7/15,127,ACRU-05,56,BB,25,BB,100,100,F,0,0,0,0,0,0,,,
5/7/15,127,FRAM-08,57,BB,2,ND,0,0,ND,-99,-99,0,0,0,0,new tree 4-1-15,,
5/7/15,127,POTR-02,58,BB,97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,fruit developing?,,
5/11/15,131,AMSP-01,1,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs ~done,,
5/11/15,131,FRAM-01,2,BB,50,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/11/15,131,PRSE-01,3,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,ACRU-01,4,BB,40,BB,100,100,M,-99,-99,0,0,0,0,,,
5/11/15,131,COAL-05,5,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 2009 (01 dead?),,
5/11/15,131,AMSP-02,6,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,ACSA-01,7,BB,100,ND,0,0,ND,11,12,33,0,0,0,,,
5/11/15,131,BELE-01,8,BB,99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,ice dec08 flwrs dangling,,
5/11/15,131,BEAL-01,9,BB,98,ND,0,0,ND,9,5,23,0,0,0,,,
5/11/15,131,COAL-04,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,dead,,
5/11/15,131,QURU-01,11,BB,100,BB,80,0,ND,-99,-99,10,0,0,0,,,
5/11/15,131,QUAL-05,12,BB,2,ND,0,0,ND,0,0,0,0,0,0,new tree 2005,,
5/11/15,131,FAGR-01,13,BB,95,ND,0,0,ND,9,4,13,0,0,0,,,
5/11/15,131,ACPE-01,14,BB,100,BB,100,0,M,11,10,20,0,0,0,,,
5/11/15,131,QUVE-01,15,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs starting to hang,,
5/11/15,131,BEPA-01,16,BB,98,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,CRSP-01,17,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,ACRU-02,18,BB,70,BB,100,100,M,-99,-99,0,0,0,0,,,
5/11/15,131,ACPE-02,19,BB,97,BB,75,0,F,10,10,13,0,0,0,,,
5/11/15,131,FAGR-05,20,BB,100,ND,0,0,ND,-99,-99,13,0,0,0,unhealthy-bbd&ice damage,,
5/11/15,131,ACPE-03,21,BB,99,BB,50,0,M,9,9,10,0,0,0,,,
5/11/15,131,HAVI-01,22,BB,100,ND,0,0,ND,6,5,15,0,0,0,,,
5/11/15,131,BEAL-02,23,BB,97,ND,0,0,ND,ND,ND,10,0,0,0,,,
5/11/15,131,BELE-02,24,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,FAGR-06,25,BB,100,ND,0,0,ND,-99,-99,20,0,0,0,new tree fall 2004,,
5/11/15,131,AMSP-03,26,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,BEAL-03,27,BB,98,ND,0,0,ND,ND,ND,15,0,0,0,,,
5/11/15,131,HAVI-02,28,BB,100,ND,0,0,ND,6,6,23,0,0,0,,,
5/11/15,131,QURU-02,29,BB,85,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/11/15,131,ACRU-03,30,BB,93,BB,100,100,M,-99,-99,8,0,0,0,,,
5/11/15,131,ACPE-04,31,BB,95,ND,0,0,ND,6,5,10,0,0,0,no flwrs this year,,
5/11/15,131,QUVE-02,32,BB,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,ACRU-04,33,BB,100,BB,100,100,M,5,6,13,0,0,0,,,
5/11/15,131,QUAL-02,34,BB,95,ND,0,0,ND,-99,-99,5,0,0,0,,,
5/11/15,131,CRSP-03,35,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,BELE-03,36,BB,75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,HAVI-03,37,BB,100,ND,0,0,ND,7,5,18,0,0,0,,,
5/11/15,131,QUVE-03,38,BB,93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,flwrs opening,,
5/11/15,131,QUVE-04,39,BB,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,QURU-03,40,BB,100,BB,100,25,ND,-99,-99,13,0,0,0,,,
5/11/15,131,CRSP-02,41,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,PRSE-02,42,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,BEPA-02,43,BB,97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,BEPA-06,44,BB,98,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-1-14 (03 dead),,
5/11/15,131,BEPA-05,45,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree fall 2012,,
5/11/15,131,COAL-06,46,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-16-15 (03 dead),,
5/11/15,131,FRAM-07,47,BB,90,BB,65,0,ND,-99,-99,0,0,0,0,new tree 5-1-08 (02 dead),,
5/11/15,131,FAGR-04,48,BB,100,ND,0,0,ND,15,6,38,0,0,0,,,
5/11/15,131,QUAL-03,49,BB,90,ND,0,0,ND,-99,-99,0,0,0,0,,,
5/11/15,131,ACSA-02,50,BB,100,ND,0,0,ND,11,11,45,0,0,0,,,
5/11/15,131,FRAM-03,51,BB,100,ND,0,0,ND,12,5,8,0,0,0,,,
5/11/15,131,POTR-05,52,BB,98,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new 5-19-11  ,,
5/11/15,131,ACSA-04,53,BB,100,BB,100,100,ND,-99,-99,40,0,0,0,new tree fall 2007 (03 cut),,
5/11/15,131,PRSE-04,54,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/11/15,131,QURU-04,55,BB,99,BB,100,50,ND,-99,-99,15,0,0,0,,,
5/11/15,131,ACRU-05,56,BB,95,BB,100,100,F,6,5,13,0,0,0,fruit dev. Up to 2.3 cm,,
5/11/15,131,FRAM-08,57,BB,97,BB,50,0,ND,-99,-99,8,0,0,0,new tree 4-1-15,,
5/11/15,131,POTR-02,58,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,fruti developing-still on,,
5/15/15,135,AMSP-01,1,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,FRAM-01,2,BB,95,ND,0,0,ND,-99,-99,5,0,0,0,,,
5/15/15,135,PRSE-01,3,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,ACRU-01,4,BB,95,BB,100,100,M,-99,-99,10,0,0,0,,,
5/15/15,135,COAL-05,5,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 2009 (01 dead?),,
5/15/15,135,AMSP-02,6,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,no flwrs this year,,
5/15/15,135,ACSA-01,7,BB,100,ND,0,0,ND,13,14,60,25,0,0,,,
5/15/15,135,BELE-01,8,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,ice damage dec08,,
5/15/15,135,BEAL-01,9,BB,100,ND,0,0,ND,10,7,40,0,0,0,,,
5/15/15,135,COAL-04,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,dead,,
5/15/15,135,QURU-01,11,BB,99,BB,100,25,ND,-99,-99,13,0,0,0,,,
5/15/15,135,QUAL-05,12,BB,80,ND,0,0,ND,0,0,0,0,0,0,new tree 2005,,
5/15/15,135,FAGR-01,13,BB,100,ND,0,0,ND,15,7,33,0,0,0,,,
5/15/15,135,ACPE-01,14,BB,100,BB,90,0,M,15,11,ND,0,0,0,,,
5/15/15,135,QUVE-01,15,BB,97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,BEPA-01,16,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,CRSP-01,17,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,ACRU-02,18,BB,95,BB,100,100,M,-99,-99,15,0,0,0,,,
5/15/15,135,ACPE-02,19,BB,99,BB,85,0,F,14,13,25,0,0,0,,,
5/15/15,135,FAGR-05,20,BB,100,ND,0,0,ND,-99,-99,33,0,0,0,unhealthy-bbd&ice damage,,
5/15/15,135,ACPE-03,21,BB,100,BB,95,0,M,12,12,23,0,0,0,,,
5/15/15,135,HAVI-01,22,BB,100,ND,0,0,ND,9,7,30,0,0,0,,,
5/15/15,135,BEAL-02,23,BB,100,ND,0,0,ND,6,3,20,0,0,0,,,
5/15/15,135,BELE-02,24,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,FAGR-06,25,BB,100,ND,0,0,ND,-99,-99,35,0,0,0,new tree fall 2004,,
5/15/15,135,AMSP-03,26,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,BEAL-03,27,BB,100,ND,0,0,ND,6,4,28,0,0,0,,,
5/15/15,135,HAVI-02,28,BB,100,ND,0,0,ND,8,7,35,0,0,0,,,
5/15/15,135,QURU-02,29,BB,97,ND,0,0,ND,-99,-99,13,0,0,0,,,
5/15/15,135,ACRU-03,30,BB,99,BB,100,100,M,-99,-99,10,0,0,0,,,
5/15/15,135,ACPE-04,31,BB,100,ND,0,0,ND,10,9,25,0,0,0,,,
5/15/15,135,QUVE-02,32,BB,85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,ACRU-04,33,BB,100,BB,100,100,M,8,8,20,0,0,0,,,
5/15/15,135,QUAL-02,34,BB,98,ND,0,0,ND,-99,-99,8,0,0,0,,,
5/15/15,135,CRSP-03,35,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,BELE-03,36,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,HAVI-03,37,BB,100,ND,0,0,ND,9,7,38,0,0,0,,,
5/15/15,135,QUVE-03,38,BB,99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,QUVE-04,39,BB,95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,sprouts unhealthy?,,
5/15/15,135,QURU-03,40,BB,100,BB,100,100,ND,-99,-99,20,0,0,0,,,
5/15/15,135,CRSP-02,41,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,PRSE-02,42,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,BEPA-02,43,BB,99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,
5/15/15,135,BEPA-06,44,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-1-14 (03 dead),,
5/15/15,135,BEPA-05,45,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree fall 2012,,
5/15/15,135,COAL-06,46,BB,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,new tree 4-16-15 (03 dead),,
5/15/15,135,FRAM-07,47,BB,100,ND,ND,ND,ND,-99,-99,8,0,0,0,new tree 5-1-08 (02 dead),,
5/15/15,135,FAGR-04,48,BB,100,ND,0,0,ND,18,8,48,15,0,0,,,
5/15/15,135,QUAL-03,49,BB,98,ND,0,0,ND,-99,-99,10,0,0,0,,,
5/15/15,135,ACSA-02,50,BB,100,ND,0,0,ND,13,13,65,65,0,F,,,
5/15/15,135,FRAM-03,51,BB,100,ND,0,0,ND,19,8,18,0,0,0,,,
