Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,ITIS_Number,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,13,165,2457553,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,3,17,77,2457465,6,2016,3,17,77,2457465,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,10,101,2457489,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,4,13,104,2457492,2,2016,4,13,104,2457492,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,8,160,2457548,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,3,17,77,2457465,6,2016,3,17,77,2457465,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,10,101,2457489,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,4,23,114,2457502,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,5,29,150,2457538,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,6,3,155,2457543,1,2016,6,8,160,2457548,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,500,Flowers or flower buds,2016,6,13,165,2457553,3,2016,6,13,165,2457553,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,3,17,77,2457465,15,2016,3,17,77,2457465,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,4,24,115,2457503,1,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,5,23,144,2457532,2,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,10,101,2457489,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,4,13,104,2457492,2,2016,4,14,105,2457493,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,21,112,2457500,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,4,24,115,2457503,1,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,500,Flowers or flower buds,2016,6,8,160,2457548,1,2016,6,8,160,2457548,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,4,25,116,2457504,1,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,5,3,124,2457512,2,2016,5,3,124,2457512,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,5,11,132,2457520,3,2016,5,11,132,2457520,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,5,17,138,2457526,5,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,5,23,144,2457532,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,5,29,150,2457538,3,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,501,Open flowers,2016,6,13,165,2457553,5,2016,6,13,165,2457553,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,501,Open flowers,2016,4,23,114,2457502,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,501,Open flowers,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,501,Open flowers,2016,5,9,130,2457518,1,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,501,Open flowers,2016,5,29,150,2457538,2,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,21,112,2457500,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,5,4,125,2457513,1,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,5,29,150,2457538,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,6,3,155,2457543,1,2016,6,3,155,2457543,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,501,Open flowers,2016,6,13,165,2457553,3,2016,6,13,165,2457553,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,501,Open flowers,2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,501,Open flowers,2016,5,11,132,2457520,2,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,501,Open flowers,2016,5,23,144,2457532,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,501,Open flowers,2016,5,29,150,2457538,3,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,501,Open flowers,2016,5,9,130,2457518,1,2016,5,11,132,2457520,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,501,Open flowers,2016,5,17,138,2457526,5,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,501,Open flowers,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,502,Pollen release (flowers),2016,5,29,150,2457538,3,2016,5,29,150,2457538,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,5,9,130,2457518,1,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,5,23,144,2457532,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,5,29,150,2457538,2,2016,5,29,150,2457538,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,502,Pollen release (flowers),2016,5,11,132,2457520,2,2016,5,17,138,2457526,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,502,Pollen release (flowers),2016,5,21,142,2457530,3,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,502,Pollen release (flowers),2016,5,29,150,2457538,2,2016,5,29,150,2457538,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,502,Pollen release (flowers),2016,6,8,160,2457548,6,2016,6,8,160,2457548,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,502,Pollen release (flowers),2016,5,11,132,2457520,2,2016,5,12,133,2457521,9
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,502,Pollen release (flowers),2016,5,29,150,2457538,3,2016,5,29,150,2457538,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,504,Recent fruit or seed drop,2016,6,13,165,2457553,5,2016,6,13,165,2457553,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,504,Recent fruit or seed drop,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,504,Recent fruit or seed drop,2016,6,13,165,2457553,3,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,504,Recent fruit or seed drop,2016,6,9,161,2457549,1,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,504,Recent fruit or seed drop,2016,6,13,165,2457553,5,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,504,Recent fruit or seed drop,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,504,Recent fruit or seed drop,2016,6,13,165,2457553,3,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,516,Fruits,2016,6,13,165,2457553,5,2016,6,15,167,2457555,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,516,Fruits,2016,6,10,162,2457550,2,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,28,149,2457537,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,516,Fruits,2016,6,2,154,2457542,3,2016,6,3,155,2457543,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,516,Fruits,2016,6,9,161,2457549,1,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,28,149,2457537,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,516,Fruits,2016,6,13,165,2457553,5,2016,6,13,165,2457553,8
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,516,Fruits,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,87754,1251-79*E River birch,516,Fruits,2016,6,10,162,2457550,2,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,371,Breaking leaf buds,2016,4,15,106,2457494,3,2016,4,15,106,2457494,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,371,Breaking leaf buds,2016,4,18,109,2457497,2,2016,4,19,110,2457498,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,371,Breaking leaf buds,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,371,Breaking leaf buds,2016,4,25,116,2457504,1,2016,5,3,124,2457512,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,467,Increasing leaf size,2016,4,28,119,2457507,4,2016,4,28,119,2457507,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,467,Increasing leaf size,2016,5,3,124,2457512,2,2016,5,20,141,2457529,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,467,Increasing leaf size,2016,5,27,148,2457536,1,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,483,Leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,483,Leaves,2016,4,25,116,2457504,1,2016,4,28,119,2457507,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,483,Leaves,2016,5,3,124,2457512,2,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,483,Leaves,2016,5,9,130,2457518,1,2016,6,19,171,2457559,-9999
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,498,Colored leaves,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,498,Colored leaves,2016,5,20,141,2457529,5,2016,5,20,141,2457529,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,498,Colored leaves,2016,5,27,148,2457536,1,2016,5,31,152,2457540,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,498,Colored leaves,2016,6,7,159,2457547,5,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,500,Flowers or flower buds,2016,4,10,101,2457489,2,2016,4,10,101,2457489,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,500,Flowers or flower buds,2016,4,15,106,2457494,3,2016,4,15,106,2457494,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,500,Flowers or flower buds,2016,4,19,110,2457498,1,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,3,124,2457512,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,28731,92209,689-2010*A Sugar maple,500,Flowers or flower buds,2016,5,9,130,2457518,1,2016,5,9,130,2457518,3
